# צבירה חוצת-מבחנים · קורפוס=22 מבחנים · פריטים ייחודיים=4254
מנורמל	ייצוג	סוג	תוצאה	התאמה	מועדים	הופעות	ממוצע-שאלה	ציטוטים
יקר	יקר	analogy	close	יקר	1	1	2.0	spring_2023·פרק2·ש2·מסיח 2
יקרים	יקרים	completion	close	יקר	1	1	0.0	spring_2025·פרק1·ש11·אפשרות 1
ירד	ירד	completion	close	ירד	1	1	0.0	autumn_2021·פרק2·ש13·אפשרות 2
ירד מנכסיו	ירד מנכסיו	analogy	close	ירד	1	1	1.0	spring_2025·פרק2·ש1·רגל
ירח	ירח	analogy	miss		1	1	2.0	winter_2022·פרק1·ש2·מסיח 1
יריבות	יריבות	analogy	miss		1	1	3.0	summer_2025·פרק2·ש3·מסיח 1
יריביהם	יריביהם	completion	miss		1	1	0.0	autumn_2023·פרק1·ש14·אפשרות 4
יריבים	יריבים	completion	miss		1	1	0.0	summer_2021·פרק1·ש11·אפשרות 3
ירכתיים	ירכתיים	analogy	full	ירכתיים	1	1	3.0	spring_2024·פרק1·ש3·רגל
ישיב	ישיב	completion	close	ישב	1	1	0.0	2020_spring·פרק1·ש11·אפשרות ?
ישיבה	ישיבה	analogy	close	ישב	1	1	1.0	spring_2025·פרק1·ש1·מסיח 2
ישיר	ישיר	completion	close	ישר	1	1	0.0	winter_2022·פרק2·ש13·אפשרות 4
ישנה	ישנה	completion	miss		1	1	0.0	winter_2023·פרק1·ש10·אפשרות 2
ישקע	ישקע	completion	miss		1	1	0.0	2019_spring·פרק2·ש13·אפשרות ?
ישרור	ישרור	completion	close	שרר	1	1	0.0	summer_2025·פרק2·ש9·אפשרות 2
יתד	יתד	analogy	full	יתד	1	1	3.0	summer_2025·פרק1·ש3·מסיח 3
יתרה	יתרה	completion	close	יתר	1	1	0.0	winter_2023·פרק1·ש11·אפשרות 2
יתרונותיה	יתרונותיה	completion	close	תרנ	1	1	0.0	summer_2022·פרק2·ש16·אפשרות 2
כאבם	כאבם	completion	close	כאב	1	1	0.0	2020_summer·פרק2·ש11·אפשרות 1
כאחד	כאחד	completion	close	אחד	1	1	0.0	spring_2023·פרק1·ש13·אפשרות 3
כאחת	כאחת	completion	close	אחת	1	1	0.0	spring_2022·פרק1·ש10·אפשרות 4
כאלה	כאלה	completion	miss		1	1	0.0	autumn_2024·פרק1·ש14·אפשרות 1
כאש	כאש	completion	miss		1	1	0.0	spring_2023·פרק2·ש8·אפשרות 1
כבד פה	כבד פה	analogy	full	כבד פה	1	1	2.0	winter_2022·פרק2·ש2·רגל
כבדים	כבדים	completion	full	כיבד	1	1	0.0	summer_2023·פרק2·ש17·אפשרות 4
כבויה	כבויה	analogy	miss		1	1	4.0	autumn_2023·פרק1·ש4·רגל
כביש	כביש	analogy	full	כבש	1	1	3.0	summer_2025·פרק1·ש3·מסיח 2
כבש	כבש	analogy	full	כבש	1	1	5.0	summer_2026·פרק2·ש5·מסיח 3
כבשה	כבשה	analogy	close	כבש	1	1	2.0	2020_winter·פרק2·ש2·רגל
כגורלם	כגורלם	completion	miss		1	1	0.0	2019_spring·פרק2·ש13·אפשרות ?
כדאי	כדאי	completion	miss		1	1	0.0	autumn_2024·פרק1·ש15·אפשרות 2
כדאית	כדאית	completion	miss		1	1	0.0	spring_2023·פרק1·ש13·אפשרות 4
כדורי	כדורי	analogy	miss		1	1	5.0	spring_2022·פרק2·ש5·מסיח 2
כהלכה	כהלכה	completion	close	הלכ	1	1	0.0	summer_2022·פרק2·ש15·אפשרות 1
כהתפרצות	כהתפרצות	completion	close	פרצ	1	1	0.0	2019_winter·פרק2·ש10·אפשרות 2
כואב	כואב	analogy	close	כאב	1	1	2.0	2020_spring·פרק1·ש2·מסיח 4
כובד ראש	כובד ראש	analogy	full	כבד ראש	1	1	1.0	summer_2021·פרק2·ש1·מסיח 2
כובע	כובע	analogy	miss		1	1	1.0	spring_2023·פרק1·ש1·מסיח 4
כוונה	כוונה	analogy	miss		1	1	6.0	winter_2022·פרק2·ש6·מסיח 4
כוונתה	כוונתה	completion	miss		1	1	0.0	spring_2022·פרק2·ש15·אפשרות 4
כוח	כוח	analogy	miss		1	1	1.0	spring_2025·פרק2·ש1·מסיח 3
כוח אדם	כוח אדם	analogy	miss		1	1	5.0	spring_2024·פרק2·ש5·רגל
כוחה	כוחה	completion	miss		1	1	0.0	summer_2021·פרק2·ש10·אפשרות 1
כוחם	כוחם	completion	miss		1	1	0.0	summer_2021·פרק1·ש11·אפשרות 4
כוכב	כוכב	analogy	miss		1	1	6.0	summer_2023·פרק1·ש6·מסיח 4
כולל	כולל	completion	close	כלל	1	1	0.0	spring_2024·פרק2·ש10·אפשרות 2
כולן	כולן	completion	miss		1	1	0.0	2020_winter·פרק2·ש10·אפשרות 2
כורה	כורה	analogy	full	כרה	1	1	6.0	2020_spring·פרק1·ש6·מסיח 4
כורעת ללדת	כורעת ללדת	analogy	close	כרע	1	1	4.0	summer_2025·פרק1·ש4·רגל
כושר	כושר	analogy	full	כישור	1	1	1.0	spring_2025·פרק1·ש1·מסיח 4
כזו	כזו	completion	miss		1	1	0.0	winter_2022·פרק2·ש12·אפשרות 3
כזית	כזית	completion	full	כזית	1	1	0.0	autumn_2021·פרק1·ש12·אפשרות 3
כיבוש	כיבוש	analogy	full	כבש	1	1	4.0	winter_2023·פרק1·ש4·מסיח 2
כיבס	כיבס	analogy	miss		1	1	4.0	2019_spring·פרק2·ש4·לא-זוהה
כידון	כידון	analogy	miss		1	1	6.0	summer_2021·פרק2·ש6·מסיח 1
כיוון	כיוון	analogy	full	כן	1	1	4.0	2020_spring·פרק1·ש4·מסיח 4
כיווני	כיווני	completion	miss		1	1	0.0	summer_2022·פרק1·ש9·אפשרות 2
כימיה	כימיה	analogy	full	כמה	1	1	5.0	summer_2023·פרק2·ש5·מסיח 4
כינוהו	כינוהו	analogy	miss		1	1	5.0	autumn_2021·פרק1·ש5·מסיח 2
כיסא	כיסא	analogy	miss		1	1	5.0	summer_2022·פרק2·ש5·מסיח 1
כיסופים	כיסופים	analogy	close	כספ	1	1	6.0	spring_2022·פרק2·ש6·רגל
כיעד	כיעד	completion	miss		1	1	0.0	winter_2023·פרק1·ש10·אפשרות 2
כיתת רגליים	כיתת רגליים	analogy	close	כתת	1	1	1.0	2020_winter·פרק1·ש1·מסיח 3
כלאחר יד	כלאחר יד	analogy	full	כלאחר יד	1	1	6.0	summer_2021·פרק1·ש6·מסיח 3
כלב	כלב	completion	full	כליב	1	1	0.0	summer_2021·פרק2·ש10·אפשרות 3
כלבי	כלבי	completion	miss		1	1	0.0	summer_2024·פרק1·ש15·אפשרות 4
כלבים	כלבים	completion	full	כליב	1	1	0.0	summer_2021·פרק2·ש10·אפשרות 3
כלוא	כלוא	analogy	close	כלא	1	1	1.0	summer_2026·פרק2·ש1·מסיח 2
כלול	כלול	analogy	close	כלל	1	1	5.0	winter_2023·פרק2·ש5·מסיח 1
כלי נגינה	כלי נגינה	analogy	close	כלי	1	1	1.0	winter_2023·פרק2·ש1·מסיח 3
כלי נשיפה	כלי נשיפה	analogy	close	כלי	1	1	1.0	winter_2023·פרק2·ש1·מסיח 3
כליל	כליל	completion	close	כלל	1	1	0.0	autumn_2023·פרק1·ש15·אפשרות 1
כלימה	כלימה	analogy	close	כלמ	1	1	6.0	spring_2024·פרק1·ש6·רגל
כמוהו	כמוהו	completion	close	כמה	1	1	0.0	spring_2024·פרק1·ש17·אפשרות 2
כמולגים	כמולגים	completion	close	לגמ	1	1	0.0	summer_2021·פרק1·ש11·אפשרות 3
כמוסה	כמוסה	analogy	close	מסה	1	1	4.0	2019_spring·פרק1·ש4·רגל
כמי	כמי	completion	miss		1	1	0.0	spring_2023·פרק2·ש7·אפשרות 4
כמלחכת	כמלחכת	completion	close	מלח	1	1	0.0	summer_2025·פרק1·ש15·אפשרות 3
כנהוג	כנהוג	completion	miss		1	1	0.0	2019_spring·פרק1·ש14·אפשרות ?
כנות	כנות	completion	full	כן	1	1	0.0	2020_spring·פרק1·ש10·אפשרות 1
כניעה	כניעה	analogy	close	כנע	1	1	1.0	summer_2021·פרק1·ש1·רגל
כנפיים	כנפיים	analogy	miss		1	1	6.0	summer_2026·פרק2·ש6·מסיח 4
כנראה	כנראה	completion	miss		1	1	0.0	winter_2022·פרק2·ש12·אפשרות 1
כספית	כספית	completion	close	כספ	1	1	0.0	summer_2026·פרק2·ש14·אפשרות 2
כספם	כספם	completion	close	כספ	1	1	0.0	2019_spring·פרק2·ש13·אפשרות ?
כספת	כספת	analogy	close	כספ	1	1	1.0	summer_2024·פרק1·ש1·מסיח 1
כעניין	כעניין	completion	miss		1	1	0.0	winter_2022·פרק1·ש7·אפשרות 3
כעת	כעת	completion	miss		1	1	0.0	autumn_2024·פרק1·ש13·אפשרות 1
כפורחים	כפורחים	completion	close	פרח	1	1	0.0	2019_spring·פרק2·ש13·אפשרות ?
כפיים	כפיים	completion	full	כף	1	1	0.0	autumn_2021·פרק1·ש11·אפשרות 4
כפל	כפל	analogy	miss		1	1	5.0	2020_summer·פרק1·ש5·מסיח 1
כפליים	כפליים	analogy	close	פלמ	1	1	5.0	2020_summer·פרק1·ש5·מסיח 1
כפתור	כפתור	analogy	close	כפת	1	1	5.0	spring_2022·פרק2·ש5·מסיח 1
כרה אוזנו	כרה אוזנו	analogy	full	כרה אוזנו	1	1	4.0	autumn_2023·פרק2·ש4·מסיח 1
כרטיסי	כרטיסי	completion	miss		1	1	0.0	2020_summer·פרק2·ש12·אפשרות 2
כרטיסים	כרטיסים	analogy	miss		1	1	4.0	winter_2022·פרק1·ש4·מסיח 3
כרית	כרית	analogy	miss		1	1	2.0	winter_2023·פרק1·ש2·מסיח 2
כריתה	כריתה	analogy	miss		1	1	4.0	winter_2023·פרק1·ש4·מסיח 3
כרך	כרך	analogy	full	כרך	1	1	6.0	summer_2026·פרק1·ש6·רגל
כרכרה	כרכרה	analogy	close	כרכר	1	1	3.0	2020_winter·פרק1·ש3·מסיח 2
כרעי	כרעי	completion	close	כרעי	1	1	0.0	autumn_2023·פרק2·ש15·אפשרות 1
כרצון	כרצון	completion	miss		1	1	0.0	summer_2025·פרק1·ש16·אפשרות 3
כשהוגדל	כשהוגדל	completion	close	גדל	1	1	0.0	winter_2022·פרק1·ש10·אפשרות 2
כשהודיעה	כשהודיעה	completion	miss		1	1	0.0	spring_2022·פרק2·ש15·אפשרות 4
כשהם	כשהם	completion	miss		1	1	0.0	summer_2026·פרק2·ש12·אפשרות 3
כשהעונש	כשהעונש	completion	miss		1	1	0.0	spring_2025·פרק1·ש12·אפשרות 4
כשיר	כשיר	analogy	full	כישור	1	1	3.0	2020_summer·פרק2·ש3·מסיח 1
כשם	כשם	completion	miss		1	1	0.0	spring_2023·פרק2·ש7·אפשרות 2
לא הייתה לו יד בדבר	לא הייתה לו יד בדבר	analogy	close	דבר	1	1	6.0	2020_winter·פרק2·ש6·מסיח 2
לא טמן ידו בצלחת	לא טמן ידו בצלחת	analogy	full	לא טמן ידו בצלחת	1	1	6.0	2020_winter·פרק2·ש6·מסיח 3
לאבק	לאבק	analogy	close	אבק	1	1	4.0	2020_winter·פרק2·ש4·מסיח 1
לאורך	לאורך	completion	close	ארכ	1	1	0.0	autumn_2024·פרק2·ש14·אפשרות 1
לאושר	לאושר	completion	close	אשר	1	1	0.0	summer_2026·פרק1·ש8·אפשרות 3
לאחז	לאחז	completion	close	אחז	1	1	0.0	2020_spring·פרק1·ש11·אפשרות 3
לאיטם	לאיטם	completion	close	אטמ	1	1	0.0	autumn_2024·פרק2·ש14·אפשרות 3
לאיים	לאיים	analogy	miss		1	1	2.0	summer_2021·פרק1·ש2·מסיח 1
לאיכות	לאיכות	completion	miss		1	1	0.0	autumn_2024·פרק1·ש13·אפשרות 2
לאינה	לאינה	completion	close	אנה	1	1	0.0	2020_summer·פרק1·ש9·אפשרות 3
לאל תר	לאל תר	analogy	close	לאל	1	1	3.0	summer_2023·פרק1·ש3·מסיח 3
לאליהו	לאליהו	completion	close	לאל	1	1	0.0	2020_spring·פרק1·ש11·אפשרות 4
לאנשים	לאנשים	completion	full	אנוש	1	1	0.0	summer_2023·פרק2·ש15·אפשרות 4
לאף	לאף	completion	miss		1	1	0.0	spring_2025·פרק1·ש10·אפשרות 4
לאפות	לאפות	analogy	miss		1	1	3.0	summer_2022·פרק2·ש3·מסיח 1
לאפשר	לאפשר	completion	close	פשר	1	1	0.0	summer_2023·פרק2·ש16·אפשרות 4
לארוז	לארוז	analogy	miss		1	1	1.0	summer_2025·פרק2·ש1·רגל
לארח	לארח	analogy	full	אורח	1	1	2.0	2019_winter·פרק2·ש2·מסיח 1
לארץ	לארץ	completion	close	ארצ	1	1	0.0	2020_summer·פרק2·ש12·אפשרות 3
לבונה"	לבונה"	completion	close	לבנ	1	1	0.0	spring_2025·פרק1·ש10·אפשרות 1
לבוש	לבוש	analogy	full	בוש	1	1	4.0	autumn_2021·פרק1·ש4·מסיח 1
לבזוק	לבזוק	analogy	full	בזק	1	1	5.0	2019_winter·פרק1·ש5·מסיח 4
לבזלת	לבזלת	completion	miss		1	1	0.0	summer_2024·פרק2·ש10·אפשרות 1
לבחון	לבחון	completion	miss		1	1	0.0	summer_2024·פרק2·ש9·אפשרות 4
לבטא	לבטא	completion	close	לבט	1	1	0.0	summer_2025·פרק2·ש7·אפשרות 3
לבטוח	לבטוח	analogy+completion	close	בטח	1	2	4.0	summer_2024·פרק1·ש4·רגל ; summer_2024·פרק2·ש11·אפשרות 3
לבטים	לבטים	analogy	full	לבטים	1	1	6.0	spring_2022·פרק2·ש6·מסיח 4
לבטלה	לבטלה	completion	close	בטל	1	1	0.0	spring_2023·פרק1·ש13·אפשרות 1
לבייש	לבייש	analogy	full	בוש	1	1	5.0	spring_2025·פרק2·ש5·מסיח 1
לבישה	לבישה	analogy	miss		1	1	1.0	2020_winter·פרק2·ש1·מסיח 4
לבל	לבל	completion	full	לבל	1	1	0.0	2019_spring·פרק2·ש13·אפשרות ?
לבלתי	לבלתי	completion	close	בלתי	1	1	0.0	2020_winter·פרק1·ש7·אפשרות 4
לבנות	לבנות	analogy	full	ליבן	1	1	3.0	winter_2022·פרק1·ש3·מסיח 1
לבסוף	לבסוף	completion	miss		1	1	0.0	summer_2023·פרק1·ש10·אפשרות 3
לבצור	לבצור	analogy	full	בצר	1	1	3.0	autumn_2025·פרק2·ש3·מסיח 4
לבצע	לבצע	completion	full	בצע	1	1	0.0	winter_2022·פרק1·ש7·אפשרות 4
לבצר	לבצר	analogy	full	בצר	1	1	4.0	winter_2023·פרק1·ש4·מסיח 2
לבקוע	לבקוע	analogy	full	בקע	1	1	4.0	autumn_2025·פרק2·ש4·מסיח 2
לבקר	לבקר	analogy	miss		1	1	6.0	2020_autumn·פרק1·ש6·מסיח 2
לברא	לברא	analogy	miss		1	1	2.0	summer_2021·פרק2·ש2·רגל
לבריאות	לבריאות	completion	miss		1	1	0.0	spring_2025·פרק1·ש10·אפשרות 2
לבריאים	לבריאים	completion	close	ראמ	1	1	0.0	summer_2023·פרק2·ש15·אפשרות 1
לברך	לברך	completion	close	ברכ	1	1	0.0	autumn_2021·פרק1·ש10·אפשרות 1
לגבור	לגבור	analogy	full	גביר	1	1	1.0	2019_spring·פרק2·ש1·לא-זוהה
לגבות	לגבות	analogy	full	גוב	1	1	3.0	spring_2025·פרק1·ש3·מסיח 3
לגבר	לגבר	completion	full	גבר	1	1	0.0	spring_2022·פרק2·ש16·אפשרות 1
לגדול	לגדול	completion	full	גדיל	1	1	0.0	autumn_2021·פרק2·ש13·אפשרות 2
לגימה	לגימה	analogy	close	לגמ	1	1	5.0	autumn_2023·פרק2·ש5·מסיח 1
לגלות	לגלות	analogy	miss		1	1	1.0	spring_2024·פרק2·ש1·מסיח 4
לגמרי	לגמרי	completion	close	גמר	1	1	0.0	summer_2026·פרק1·ש8·אפשרות 2
לגרוס	לגרוס	analogy	full	גרס	1	1	1.0	2020_spring·פרק1·ש1·מסיח 3
לגריסה	לגריסה	completion	close	גרס	1	1	0.0	spring_2024·פרק2·ש10·אפשרות 1
לדאבוני	לדאבוני	completion	close	דאב	1	1	0.0	autumn_2024·פרק2·ש13·אפשרות 1
לדבריו	לדבריו	completion	close	דבר	1	1	0.0	2020_spring·פרק1·ש11·אפשרות 2
לדברים	לדברים	completion	full	דביר	1	1	0.0	summer_2025·פרק1·ש14·אפשרות 1
לדובב	לדובב	analogy	full	דובב	1	1	3.0	winter_2022·פרק1·ש3·מסיח 2
לדווש	לדווש	analogy	full	דש	1	1	1.0	winter_2022·פרק2·ש1·רגל
לדופמין	לדופמין	completion	miss		1	1	0.0	spring_2025·פרק2·ש16·אפשרות 3
לדיבור	לדיבור	completion	full	דביר	1	1	0.0	2020_autumn·פרק2·ש17·אפשרות 4
לדכא	לדכא	completion	miss		1	1	0.0	summer_2026·פרק1·ש8·אפשרות 4
לדלת	לדלת	completion	close	דלת	1	1	0.0	2019_winter·פרק2·ש10·אפשרות 2
לדעתו	לדעתו	completion	close	דעתו	1	1	0.0	spring_2022·פרק2·ש17·אפשרות 1
לדעתם	לדעתם	completion	close	דעת	1	1	0.0	winter_2022·פרק2·ש14·אפשרות 3
לדרוש	לדרוש	analogy	miss		1	1	3.0	spring_2025·פרק1·ש3·מסיח 1
להאביס	להאביס	analogy	close	אבס	1	1	3.0	winter_2023·פרק2·ש3·מסיח 3
להאניש	להאניש	analogy	close	אנש	1	1	3.0	summer_2024·פרק1·ש3·רגל
להאריך	להאריך	completion	close	ארכ	1	1	0.0	summer_2022·פרק1·ש9·אפשרות 3
להב	להב	analogy	miss		1	1	3.0	autumn_2024·פרק1·ש3·רגל
להבא	להבא	completion	miss		1	1	0.0	summer_2025·פרק2·ש7·אפשרות 3
להבה	להבה	analogy	miss		1	1	1.0	2020_summer·פרק2·ש1·מסיח 1
להבטיח	להבטיח	analogy	close	בטח	1	1	3.0	2020_summer·פרק1·ש3·מסיח 2
להביא בחשבון	להביא בחשבון	analogy	close	בחש	1	1	1.0	2019_winter·פרק2·ש1·רגל
להביך	להביך	analogy	miss		1	1	2.0	2019_spring·פרק1·ש2·לא-זוהה
להבריא	להבריא	analogy	miss		1	1	2.0	summer_2026·פרק2·ש2·מסיח 3
להגיב	להגיב	completion	close	להג	1	1	0.0	2019_winter·פרק1·ש13·אפשרות ?
להגיע	להגיע	completion	close	להג	1	1	0.0	2019_winter·פרק2·ש9·אפשרות 1
להגיף	להגיף	analogy	full	הגיף	1	1	3.0	2020_autumn·פרק2·ש3·מסיח 3
להגיש	להגיש	analogy	close	להג	1	1	2.0	2019_winter·פרק2·ש2·רגל
להגנת	להגנת	completion	close	הגנ	1	1	0.0	autumn_2025·פרק1·ש10·אפשרות 4
להזדקק	להזדקק	analogy	miss		1	1	3.0	spring_2022·פרק2·ש3·מסיח 4
להזהיר	להזהיר	analogy	close	זהר	1	1	6.0	autumn_2023·פרק2·ש6·מסיח 4
להזם	להזם	analogy	full	הזם	1	1	6.0	2020_autumn·פרק1·ש6·מסיח 3
להחריש	להחריש	completion	close	חרש	1	1	0.0	2020_summer·פרק2·ש11·אפשרות 4
להחשיך	להחשיך	analogy	close	חשכ	1	1	1.0	winter_2023·פרק1·ש1·מסיח 1
להטיל	להטיל	completion	close	להט	1	1	0.0	summer_2024·פרק2·ש11·אפשרות 1
להטליא	להטליא	analogy	close	טלא	1	1	1.0	spring_2023·פרק1·ש1·מסיח 2
להיאבק	להיאבק	completion	close	אבק	1	1	0.0	summer_2023·פרק2·ש17·אפשרות 4
להיבחר	להיבחר	analogy	miss		1	1	6.0	autumn_2024·פרק2·ש6·מסיח 4
להיגמל	להיגמל	completion	close	להג	1	1	0.0	summer_2023·פרק2·ש17·אפשרות 1
להיגרס	להיגרס	completion	close	להג	1	1	0.0	spring_2024·פרק2·ש9·אפשרות 4
להיזכר	להיזכר	analogy	close	זכר	1	1	5.0	autumn_2024·פרק1·ש5·מסיח 3
להיחלץ	להיחלץ	analogy	close	חלצ	1	1	5.0	autumn_2024·פרק1·ש5·רגל
להיחפז	להיחפז	analogy	close	חפז	1	1	3.0	spring_2022·פרק2·ש3·רגל
להיחשב	להיחשב	completion	miss		1	1	0.0	winter_2022·פרק1·ש7·אפשרות 2
להיחשף	להיחשף	completion	miss		1	1	0.0	2020_summer·פרק2·ש11·אפשרות 1
להיכנס	להיכנס	analogy	miss		1	1	1.0	spring_2024·פרק2·ש1·מסיח 1
להילחם	להילחם	completion	close	לחמ	1	1	0.0	autumn_2024·פרק2·ש13·אפשרות 1
להימלט	להימלט	analogy	miss		1	1	3.0	spring_2022·פרק2·ש3·מסיח 1
להינשא	להינשא	completion	close	נשא	1	1	0.0	spring_2022·פרק2·ש15·אפשרות 4
להיעדר	להיעדר	completion	miss		1	1	0.0	summer_2023·פרק2·ש16·אפשרות 1
להיעזר	להיעזר	analogy	miss		1	1	3.0	spring_2022·פרק2·ש3·מסיח 4
להיעלב	להיעלב	analogy	miss		1	1	2.0	2020_winter·פרק1·ש2·רגל
להיפגע	להיפגע	analogy	miss		1	1	5.0	autumn_2021·פרק2·ש5·מסיח 1
להיפטר	להיפטר	completion	full	הפטיר	1	1	0.0	summer_2022·פרק2·ש15·אפשרות 3
להיקלע	להיקלע	completion	close	להק	1	1	0.0	spring_2023·פרק2·ש8·אפשרות 3
להירדם	להירדם	analogy	close	רדמ	1	1	5.0	2020_autumn·פרק2·ש5·רגל
להירתם	להירתם	completion	close	רתמ	1	1	0.0	summer_2025·פרק2·ש7·אפשרות 2
