k	unit	term	gloss	bold	en	he
8934de5a3330	6	profitable	רווחי	כרווחית	The company's new strategy proved very <b>profitable</b> within just one year.	האסטרטגיה החדשה של החברה התבררה <b>כרווחית</b> מאוד תוך שנה אחת בלבד.
9700ba1e21b9	6	property	תכונה; רכוש	התכונה	Gold has the <b>property</b> of being both rare and valuable.	לזהב יש את <b>התכונה</b> שהוא נדיר ויקר ערך כאחד.
e98285c5175e	6	rather	עדיף; למדי	מעדיף	I would <b>rather</b> stay home than go to the party.	הייתי <b>מעדיף</b> להישאר בבית מאשר ללכת למסיבה.
88bab953b322	6	refusal	סירוב	הסירוב	His <b>refusal</b> to admit the mistake angered everyone in the room.	<b>הסירוב</b> שלו להודות בטעות הכעיס את כולם בחדר.
171ba2307b82	6	remains	נשאר, עדיין; שרידים	נשארת	Despite the setbacks, she <b>remains</b> determined to finish the marathon.	למרות המכשולים, היא <b>נשארת</b> נחושה לסיים את המרתון.
0069d2cd3841	6	remarkable	ראוי לציון, יוצא דופן	יוצא הדופן	Her <b>remarkable</b> talent for languages impressed everyone who met her.	הכישרון <b>יוצא הדופן</b> שלה לשפות הרשים את כל מי שפגש אותה.
efa7f636e615	6	residence	מגורים	מגוריה	After college, she moved her <b>residence</b> to the city center.	אחרי הקולג', היא העתיקה את מקום <b>מגוריה</b> למרכז העיר.
834d43efa1fc	6	result in	לגרום ל, הסתיים ב-; להוביל ל	להסתיים	Poor planning can <b>result in</b> costly mistakes and project delays.	תכנון לקוי עלול <b>להסתיים</b> בטעויות יקרות ובעיכובים בפרויקט.
bfe18cc988dd	6	revolutionary	מהפכני	המהפכנית	The <b>revolutionary</b> technology changed how we think about transportation.	הטכנולוגיה <b>המהפכנית</b> שינתה את האופן שבו אנחנו חושבים על תחבורה.
b5315fa37e2d	6	rubbish	זבל; שטויות	הזבל	Please put the <b>rubbish</b> in the bin before leaving.	בבקשה שימו את <b>הזבל</b> בפח לפני שאתם עוזבים.
7bb4b2efbe60	6	sacred	קדוש	קדושה	Sunday family dinner was <b>sacred</b> in their house, and nothing interrupted it.	ארוחת המשפחה בימי ראשון הייתה <b>קדושה</b> בביתם, ושום דבר לא הפריע לה.
5d31898beff2	6	sanction	סנקציה, עונש; לאשר, להתיר, לתת גושפנקה	סנקציות	The school imposed strict <b>sanctions</b> on students who broke the dress code.	בית הספר הטיל <b>סנקציות</b> חמורות על תלמידים שהפרו את קוד הלבוש.
d47882df6042	6	scale	קנה מידה, מאזניים; לעלות, לטפס; סולם, סקלה	המאזניים	The <b>scale</b> showed that he had gained ten pounds since last year.	<b>המאזניים</b> הראו שהוא עלה חמישה קילו מאז השנה שעברה.
2daabc457242	6	sequel	המשך	ההמשך	The <b>sequel</b> to that popular book was even better than the original.	<b>ההמשך</b> לספר הפופולרי הזה היה אפילו טוב יותר מהמקורי.
d349f53d1fd6	6	shuffle	לערבב; לגרור רגליים	ערבבו	Please <b>shuffle</b> the deck before dealing the cards to everyone.	בבקשה <b>ערבבו</b> את חפיסת הקלפים לפני שמחלקים אותם לכולם.
0deec4a19e03	6	similarly	באופן דומה	ובאופן דומה	He struggled with math, and <b>similarly</b>, his sister found it difficult.	הוא התקשה במתמטיקה, <b>ובאופן דומה</b>, אחותו מצאה אותה קשה.
246498a38ccc	6	skepticism	ספקנות	הספקנות	Her <b>skepticism</b> about the plan proved justified when problems arose.	<b>הספקנות</b> שלה לגבי התוכנית התבררה כמוצדקת כשצצו בעיות.
99c500f83701	6	snap	להישבר; במהירות (סלנג)	יישבר	The branch will <b>snap</b> if you try to bend it too far.	הענף <b>יישבר</b> אם תנסה לכופף אותו יותר מדי.
3406b1a28b18	6	sophisticated	מתוחכם	המתוחכם	The <b>sophisticated</b> equipment required extensive training to operate properly.	הציוד <b>המתוחכם</b> דרש הכשרה נרחבת כדי להפעיל אותו כראוי.
e2fcd50ea6f4	6	spectacular	מדהים	מדהימה	The fireworks display was absolutely <b>spectacular</b> and thrilled the crowd.	תצוגת הזיקוקים הייתה <b>מדהימה</b> לחלוטין וריגשה את הקהל.
a0620fca1f25	6	strengthen	לחזק	תחזק	Regular exercise will <b>strengthen</b> your muscles over time.	פעילות גופנית סדירה <b>תחזק</b> את השרירים שלך עם הזמן.
23fbbf4308a3	6	strike	הכה, התקיף; שביתה	להכות	Lightning can <b>strike</b> at any moment during storms.	ברק יכול <b>להכות</b> בכל רגע במהלך סופות.
76801bb02fe4	6	superior	עדיף, עליון; ממונה	עליונים	Her scores were clearly <b>superior</b> to everyone else's in the class.	ציוניה היו <b>עליונים</b> בבירור על ציוני כל השאר בכיתה.
1cc61261e23e	6	suspense	השהיה, מתח	המתח	The <b>suspense</b> in the film kept us guessing until the final moment.	<b>המתח</b> בסרט גרם לנו לנחש עד הרגע האחרון.
1326cfc69261	6	temple	מקדש; רקה	המקדש	Tourists explored the ancient <b>temple</b> built by an early civilization.	תיירים חקרו את <b>המקדש</b> העתיק שנבנה בידי ציוויליזציה קדומה.
6b5a8930f36f	6	tend	נוטה; לטפל	נוטים	Older people <b>tend</b> to wake up much earlier.	אנשים מבוגרים <b>נוטים</b> להתעורר הרבה יותר מוקדם.
7e291d87c71c	6	tension	מתח	המתח	The <b>tension</b> between them grew over several months.	<b>המתח</b> ביניהם גבר במשך כמה חודשים.
dd7340194977	6	trace	סימן, עקבה; לעקוב, למצוא	עקבת	The detective found an important <b>trace</b> of blood outside.	הבלש מצא <b>עקבת</b> דם חשובה בחוץ.
b573ebc89700	6	transparent	שקוף	השקופים	The <b>transparent</b> glass walls allowed everyone to see outside.	קירות הזכוכית <b>השקופים</b> אפשרו לכולם לראות החוצה.
ef984231a0e9	6	trial	נסיון; משפט; ניסוי	ניסויים	The scientist ran several <b>trials</b> before getting a clear result.	המדען ערך כמה <b>ניסויים</b> לפני שקיבל תוצאה ברורה.
f7cbcbaeeef1	6	tribe	שבט	השבט	The <b>tribe</b> lived together in a village nearby.	<b>השבט</b> חי יחד בכפר סמוך.
a2baed582e56	6	unattractive	לא מושך	ולא מושך	The old building was dark and quite <b>unattractive</b>.	הבניין הישן היה חשוך <b>ולא מושך</b> במיוחד.
eea5dee32fb3	6	uncritical	לא ביקורתי	הלא ביקורתית	His <b>uncritical</b> acceptance of all advice proved foolish.	הקבלה <b>הלא ביקורתית</b> שלו של כל עצה התבררה כטיפשית.
1e1982261ccc	6	unexplored	לא נחקר, לא נבדק	שלא נחקרו	Many <b>unexplored</b> caves exist deep beneath the mountains.	עמוק מתחת להרים יש מערות רבות <b>שלא נחקרו</b>.
1b4879313bb8	6	unfamiliar	לא מוכר	הלא מוכרת	The <b>unfamiliar</b> language made it hard to order.	השפה <b>הלא מוכרת</b> הקשתה להזמין.
a6a61dbaa79f	6	unforgettable	בלתי נשכח	הבלתי נשכח	Years later, she could still describe every detail of that <b>unforgettable</b> day.	שנים לאחר מכן, היא עדיין הצליחה לתאר כל פרט מהיום <b>הבלתי נשכח</b> ההוא.
89b9e15bf379	6	unimaginable	בלתי נתפס	הבלתי נתפס	No one could picture the <b>unimaginable</b> size of the universe.	איש לא הצליח לדמיין את הגודל <b>הבלתי נתפס</b> של היקום.
1e22b5566f32	6	unjust	לא צודק	הלא צודק	The <b>unjust</b> punishment of the innocent shocked everyone.	העונש <b>הלא צודק</b> שהוטל על החפים מפשע הלם את כולם.
1c9b34deb58f	6	unorthodox	לא שגרתי, לא מקובל	הלא שגרתיות	His <b>unorthodox</b> teaching methods confused many of the students.	שיטות ההוראה <b>הלא שגרתיות</b> שלו בלבלו תלמידים רבים.
3434744cf42f	6	unwilling	לא מוכן, ממאן	לא מוכנה	Even after his apology, she remained completely <b>unwilling</b> to forgive him.	גם אחרי ההתנצלות שלו, היא נשארה לגמרי <b>לא מוכנה</b> לסלוח לו.
01d9192b2fa8	6	using up	לכלות, לנצל עד תום	מכלים	We are <b>using up</b> all of our money.	אנחנו <b>מכלים</b> את כל הכסף שלנו.
8c9ba29472af	6	vertical	מאונך	המאונכים	The <b>vertical</b> lines on the wall run from top to bottom.	הקווים <b>המאונכים</b> על הקיר עוברים מלמעלה למטה.
14efa1cdbda0	6	volcanic	וולקני, געשי	הוולקנית	The <b>volcanic</b> eruption destroyed much of the area.	ההתפרצות <b>הוולקנית</b> הרסה חלק גדול מהאזור.
e6490ce03b76	6	vulnerable	פגיע, חשוף לפגיעה	פגיעים	Newborn babies are <b>vulnerable</b> and need constant care.	תינוקות שזה עתה נולדו הם <b>פגיעים</b> וזקוקים לטיפול מתמיד.
1389da00789d	6	worthy	ראוי	הראויים	Only the most <b>worthy</b> candidates will get scholarships.	רק המועמדים <b>הראויים</b> ביותר יקבלו מלגות.
947805e995ee	7	acceptance	קבלה, קבלת דבר; הסכמה, השלמה	הקבלה	Her <b>acceptance</b> letter from the university arrived earlier than expected.	מכתב <b>הקבלה</b> שלה מהאוניברסיטה הגיע מוקדם מהצפוי.
41931cf2b99b	7	accuracy	דיוק	הדיוק	The clock's <b>accuracy</b> meant it never lost even one second.	<b>הדיוק</b> של השעון גרם לכך שהוא מעולם לא איבד אפילו שנייה אחת.
e626cb1e8020	7	accusation	האשמה	ההאשמה	The <b>accusation</b> of theft was very serious and shocking.	<b>ההאשמה</b> בגניבה הייתה חמורה מאוד ומזעזעת.
ef308a638910	7	adore	העריץ, אהב	אוהבת	My daughter absolutely <b>adores</b> spending time with her grandmother.	בתי פשוט <b>אוהבת</b> מאוד לבלות זמן עם סבתה.
1bba908bf517	7	adulthood	בגרות	לבגרות	She reached <b>adulthood</b> and moved away from home.	היא הגיעה <b>לבגרות</b> ועברה לגור מחוץ לבית.
85ad59014263	7	advisor	יועץ	היועץ	The financial <b>advisor</b> helped him plan for retirement.	<b>היועץ</b> הפיננסי עזר לו לתכנן את הפרישה.
5940f97b8cc0	7	affair	עניין, פרשה; רומן	פרשת	The scandalous business <b>affair</b> shocked everyone in the small town.	<b>פרשת</b> העסקים השערורייתית הלמה את כולם בעיר הקטנה.
e640f484d04c	7	agony	ייסורים	בייסורים	She was in complete <b>agony</b> after breaking her ankle.	היא הייתה <b>בייסורים</b> גמורים אחרי ששברה את הקרסול.
2525a9f56c44	7	align	ליישר; להסתדר בשורה; להתאים	יישרו	Please <b>align</b> the pictures in a straight line.	בבקשה <b>יישרו</b> את התמונות בקו ישר.
be172cc1f406	7	amusement	שעשוע	השעשוע	Her <b>amusement</b> was obvious as she laughed at the silly joke.	<b>השעשוע</b> שלה היה ברור כשצחקה מהבדיחה המטופשת.
22148c018e3b	7	anchor	עוגן; קריין	העוגן	The ship dropped its <b>anchor</b> to prevent drifting.	הספינה הורידה את <b>העוגן</b> כדי למנוע סחיפה.
0280f2e6cf4f	7	anticipation	ציפייה, צפייה מראש	בציפייה	Children waited in <b>anticipation</b> for the birthday celebration.	ילדים חיכו <b>בציפייה</b> לחגיגת יום ההולדת.
cea336922070	7	antique	עתיק, ענתיקה	העתיק	The <b>antique</b> vase was worth thousands of dollars.	האגרטל <b>העתיק</b> היה שווה אלפי דולרים.
